,Unnamed: 0,Ticker,CIK,Year,Y-1 ROE,ROE,Y+1 ROE,Y-1 Asset,Asset,Y+1 Asset,Year-1 Revenue,Revenue,Year+1 Revenue,Year-1 Net Income,Net Income,Year+1 Net Income,Accession Number,Conformed Submission Type,Conformed Period Of Report,Filed As Of Date,Date As Of Change,Company Conformed Name,Fiscal Year End,Y-1 Profit Margin,Y Profit Margin,Y+1 Profit Margin,Current Revenue YOY,Next Revenue YOY,Current Profit Margin YOY,Next Profit Margin YOY,Current ROE YOY,Future ROE YOY
65,65,ADM US,7084,2020,7.221974914,9.038971638,12.75513807,43997.0,49719.0,56136.0,64656.0,64355.0,85249.0,1379.0,1772.0,2709.0,0000007084-21-000008,10-K,2020-12-31,2021-02-18,20210218,Archer-Daniels-Midland Co,1231,0.021328260331601,0.027534768083288,0.0317774988562915,-0.004655407077456042,0.3246678579752933,0.0062065077516869,0.0042427307730035,0.01816996724,0.037161664319999996
66,66,ADM US,7084,2021,9.038971638,12.75513807,18.56247728,49719.0,56136.0,59774.0,64355.0,85249.0,101556.0,1772.0,2709.0,4340.0,0000007084-22-000008,10-K,2021-12-31,2022-02-17,20220217,Archer-Daniels-Midland Co,1231,0.027534768083288,0.0317774988562915,0.0427350427350427,0.3246678579752933,0.19128670131027925,0.0042427307730035,0.0109575438787511,0.037161664319999996,0.0580733921
67,67,ADM US,7084,2022,12.75513807,18.56247728,,56136.0,59774.0,,85249.0,101556.0,,2709.0,4340.0,,0000007084-23-000010,10-K,2022-12-31,2023-02-14,20230214,Archer-Daniels-Midland Co,1231,0.0317774988562915,0.0427350427350427,,0.19128670131027925,,0.0109575438787511,,0.0580733921,
68,68,ADP US,8670,2015,23.57524436,25.30774391,32.13097814,32059.8,33110.5,43670.0,10226.4,10938.5,11667.8,1515.9,1452.5,1492.5,0000008670-15-000021,10-K,2015-06-30,2015-08-07,20150807,AUTOMATIC DATA PROCESSING INC,0630,0.1482339826331847,0.1327878593957124,0.1279161452887434,0.06963349761401871,0.06667276134753397,,-0.0048717141069689,0.0173249955,0.06823234230000004
69,69,ADP US,8670,2019,43.26688014,45.24161882,44.23382143,38849.1,41887.7,39165.5,13327.7,14110.2,14589.8,1884.9,2292.8,2466.5,0000008670-19-000021,10-K,2019-06-30,2019-08-09,20190809,AUTOMATIC DATA PROCESSING INC,0630,0.1414272530143986,0.162492381397854,0.1690564641050597,0.05871230594926358,0.033989596178650716,0.0297045220021416,0.0065640827072056,0.019747386800000016,-0.010077973900000004
70,70,ADP US,8670,2020,45.24161882,44.23382143,45.49871742,41887.7,39165.5,48772.5,14110.2,14589.8,15005.4,2292.8,2466.5,2598.5,0000008670-20-000032,10-K,2020-06-30,2020-08-05,20200805,AUTOMATIC DATA PROCESSING INC,0630,0.162492381397854,0.1690564641050597,0.1731709917762938,0.033989596178650716,0.028485654361266155,0.0065640827072056,0.0041145276712341,-0.010077973900000004,0.012648959899999994
71,71,ADP US,8670,2021,44.23382143,45.49871742,66.30168402,39165.5,48772.5,63068.2,14589.8,15005.4,16498.3,2466.5,2598.5,2948.9,0000008670-21-000027,10-K,2021-06-30,2021-08-04,20210804,AUTOMATIC DATA PROCESSING INC,0630,0.1690564641050597,0.1731709917762938,0.1787396277192195,0.028485654361266155,0.0994908499606808,0.0041145276712341,0.0055686359429256,0.012648959899999994,0.20802966599999997
72,72,ADP US,8670,2022,45.49871742,66.30168402,101.3304823,48772.5,63068.2,50971.0,15005.4,16498.3,18012.2,2598.5,2948.9,3412.0,0000008670-22-000038,10-K,2022-06-30,2022-08-03,20220803,AUTOMATIC DATA PROCESSING INC,0630,0.1731709917762938,0.1787396277192195,0.1894271660319117,0.0994908499606808,0.09176096931198985,0.0055686359429256,0.0106875383126921,0.20802966599999997,0.35028798280000006
73,73,ADP US,8670,2023,66.30168402,101.3304823,101.3304823,63068.2,50971.0,50971.0,16498.3,18012.2,0.0,2948.9,3412.0,0.0,0000008670-23-000030,10-K,2023-06-30,2023-08-03,20230803,AUTOMATIC DATA PROCESSING INC,0630,0.1787396277192195,0.1894271660319117,,0.09176096931198985,0.0,0.0106875383126921,,0.35028798280000006,0.0
74,74,ADSK US,769397,2014,12.60283742,10.63024136,3.651215212,4308.4,4595.0,4909.7,2312.2,2273.9,2512.2,247.4,228.8,81.8,0000769397-14-000018,10-K,2014-01-31,2014-03-10,20140310,AUTODESK INC,0131,0.1069976645618891,0.1006200800387,0.0325611018231032,-0.016564311045757174,0.10479792427107593,,-0.0680589782155967,-0.01972596060000001,-0.06979026147999999
75,75,ADSK US,769397,2015,10.63024136,3.651215212,-17.21892258,4595.0,4909.7,5515.3,2273.9,2512.2,2504.1,228.8,81.8,-330.5,0000769397-15-000012,10-K,2015-01-31,2015-03-18,20150318,AUTODESK INC,0131,0.1006200800387,0.0325611018231032,-0.1319835469829479,0.10479792427107593,-0.003224265583950281,-0.0680589782155967,-0.1645446488060512,-0.06979026147999999,-0.20870137792000001
76,76,ADSK US,769397,2016,3.651215212,-17.21892258,-49.47305796,4909.7,5515.3,4798.1,2512.2,2504.1,2031.0,81.8,-330.5,-582.1,0000769397-16-000067,10-K,2016-01-31,2016-03-23,20160323,AUTODESK INC,0131,0.0325611018231032,-0.1319835469829479,-0.2866075824716888,-0.003224265583950281,-0.1889301545465436,-0.1645446488060512,-0.1546240354887408,-0.20870137792000001,-0.32254135379999993
77,77,ADSK US,769397,2017,-17.21892258,-49.47305796,,5515.3,4798.1,4113.6,2504.1,2031.0,2056.6,-330.5,-582.1,-566.9,0000769397-17-000014,10-K,2017-01-31,2017-03-21,20170321,AUTODESK INC,0131,-0.1319835469829479,-0.2866075824716888,-0.2756491296314305,-0.1889301545465436,0.012604628261939865,-0.1546240354887408,0.0109584528402583,-0.32254135379999993,
78,78,ADSK US,769397,2018,-49.47305796,,,4798.1,4113.6,4729.2,2031.0,2056.6,2569.8,-582.1,-566.9,-80.8,0000769397-18-000011,10-K,2018-01-31,2018-03-22,20180322,AUTODESK INC,0131,-0.2866075824716888,-0.2756491296314305,-0.0314421355747528,0.012604628261939865,0.24953807254692228,0.0109584528402583,0.2442069940566776,,
79,79,ADSK US,769397,2019,,,,4113.6,4729.2,6179.3,2056.6,2569.8,3274.3,-566.9,-80.8,214.5,0000769397-19-000016,10-K,2019-01-31,2019-03-25,20190325,AUTODESK INC,0131,-0.2756491296314305,-0.0314421355747528,0.0655101853831353,0.24953807254692228,0.2741458479259087,0.2442069940566776,0.0969523209578882,,
80,80,ADSK US,769397,2020,,,,4729.2,6179.3,7279.8,2569.8,3274.3,3790.4,-80.8,214.5,1208.2,0000769397-20-000013,10-K,2020-01-31,2020-03-19,20200319,"Autodesk, Inc.",0131,-0.0314421355747528,0.0655101853831353,0.3187526382439848,0.2741458479259087,0.15762147634608925,0.0969523209578882,0.2532424528608494,,
81,81,ADSK US,769397,2021,,,54.77791249,6179.3,7279.8,8606.8,3274.3,3790.4,4386.4,214.5,1208.2,497.0,0000769397-21-000014,10-K,2021-01-31,2021-03-19,20210319,"Autodesk, Inc.",0131,0.0655101853831353,0.3187526382439848,0.1133047601677913,0.15762147634608925,0.1572393414943012,0.2532424528608494,-0.2054478780761934,,
82,82,ADSK US,769397,2022,,54.77791249,82.54350333,7279.8,8606.8,9438.0,3790.4,4386.4,5005.0,1208.2,497.0,823.0,0000769397-22-000019,10-K,2022-01-31,2022-03-14,20220314,"Autodesk, Inc.",0131,0.3187526382439848,0.1133047601677913,0.1644355644355644,0.1572393414943012,0.14102681014043417,-0.2054478780761934,0.051130804267773,,0.27765590839999993
83,83,ADSK US,769397,2023,54.77791249,82.54350333,82.54350333,8606.8,9438.0,9438.0,4386.4,5005.0,0.0,497.0,823.0,0.0,0000769397-23-000036,10-K,2023-01-31,2023-03-14,20230314,"Autodesk, Inc.",0131,0.1133047601677913,0.1644355644355644,,0.14102681014043417,0.0,0.051130804267773,,0.27765590839999993,0.0
84,84,AEE US,1002910,2007,8.279910404,9.268841395,8.822457164,19635.0,20728.0,22671.0,6880.0,7562.0,7839.0,547.0,618.0,605.0,0000950137-08-003079,10-K,2007-12-31,2008-02-29,20080229,AMEREN CORP,1231,0.0795058139534883,0.0817244115313409,0.0771782115065697,0.09912790697674412,0.03663052102618347,,-0.0045462000247711,0.009889309910000001,-0.004463842310000014
85,85,AEE US,1002910,2008,9.268841395,8.822457164,8.259666644,20728.0,22671.0,23702.0,7562.0,7839.0,7135.0,618.0,605.0,612.0,0001193125-09-042636,10-K,2008-12-31,2009-03-02,20090302,AMEREN CORP,1231,0.0817244115313409,0.0771782115065697,0.0857743517869656,0.03663052102618347,-0.08980737338946299,-0.0045462000247711,0.0085961402803959,-0.004463842310000014,-0.005627905200000001
86,86,AEP US,4904,1999,0.0,14.38425191,3.192443355,0.0,35719.0,53350.0,0.0,12407.0,11113.0,0.0,972.0,278.0,0000004904-00-000039,10-K405,1999-12-31,2000-03-24,Not found,AMERICAN ELECTRIC POWER COMPANY INC,1231,,0.0783428709599419,0.025015747322955,0.5,-0.10429596195695978,,-0.0533271236369868,0.07192125955,-0.11191808554999999
87,87,AES US,874761,2009,36.11883507,15.77181208,0.16146394,34806.0,39535.0,40511.0,15358.0,13110.0,15443.0,1234.0,658.0,9.0,0001193125-10-041006,10-K,2009-12-31,2010-02-26,20100225,AES CORP,1231,0.0803490037765334,0.0501906941266209,0.0005827883183319,-0.1463732256804271,0.17795575896262394,,-0.0496079058082889,-0.20347022990000002,-0.1561034814
88,88,AES US,874761,2010,15.77181208,0.16146394,0.934052661,39535.0,40511.0,45346.0,13110.0,15443.0,16098.0,658.0,9.0,58.0,0001193125-11-047720,10-K,2010-12-31,2011-02-28,20110225,AES CORP,1231,0.0501906941266209,0.0005827883183319,0.0036029320412473,0.17795575896262394,0.042414038723046055,-0.0496079058082889,0.0030201437229154,-0.1561034814,0.00772588721
89,89,AES US,874761,2011,0.16146394,0.934052661,-17.34664765,40511.0,45346.0,41830.0,15443.0,16098.0,17164.0,9.0,58.0,-912.0,0001193125-12-078654,10-K,2011-12-31,2012-02-27,20120224,AES CORP,1231,0.0005827883183319,0.0036029320412473,-0.0531344674900955,0.042414038723046055,0.0662194061374084,0.0030201437229154,-0.0567373995313429,0.00772588721,-0.18280700311
90,90,AES US,874761,2012,0.934052661,-17.34664765,2.562085628,45346.0,41830.0,40411.0,16098.0,17164.0,15891.0,58.0,-912.0,114.0,0001193125-13-077580,10-K,2012-12-31,2013-02-27,20130226,AES CORP,1231,0.0036029320412473,-0.0531344674900955,0.0071738720030205,0.0662194061374084,-0.07416686087159174,-0.0567373995313429,0.0603083394931161,-0.18280700311,0.19908733278
91,91,AES US,874761,2013,-17.34664765,2.562085628,17.87956289,41830.0,40411.0,38966.0,17164.0,15891.0,16124.0,-912.0,114.0,769.0,0000874761-14-000011,10-K,2013-12-31,2014-02-26,20140225,AES CORP,1231,-0.0531344674900955,0.0071738720030205,0.0476928801786157,-0.07416686087159174,0.01466238751494564,0.0603083394931161,0.0405190081755951,0.19908733278,0.15317477261999998
92,92,AES US,874761,2014,2.562085628,17.87956289,8.246866999,40411.0,38966.0,36470.0,15891.0,16124.0,11260.0,114.0,769.0,306.0,0000874761-15-000009,10-K,2014-12-31,2015-02-26,20150225,AES CORP,1231,0.0071738720030205,0.0476928801786157,0.0271758436944937,0.01466238751494564,-0.30166211858099723,0.0405190081755951,-0.0205170364841219,0.15317477261999998,-0.09632695891
93,93,AES US,874761,2015,17.87956289,8.246866999,-38.02793202,38966.0,36470.0,36124.0,16124.0,11260.0,10281.0,769.0,306.0,-1130.0,0000874761-16-000077,10-K,2015-12-31,2016-02-24,20160223,AES CORP,1231,0.0476928801786157,0.0271758436944937,-0.1099114872094154,-0.30166211858099723,-0.08694493783303725,-0.0205170364841219,-0.1370873309039092,-0.09632695891,-0.46274799019
94,94,AES US,874761,2016,8.246866999,-38.02793202,-44.15288078,36470.0,36124.0,33112.0,11260.0,10281.0,10530.0,306.0,-1130.0,-1161.0,0000874761-17-000003,10-K,2016-12-31,2017-02-27,20170224,AES CORP,1231,0.0271758436944937,-0.1099114872094154,-0.1102564102564102,-0.08694493783303725,0.024219433907207488,-0.1370873309039092,-0.0003449230469948,-0.46274799019,-0.06124948759999995
95,95,AES US,874761,2017,-38.02793202,-44.15288078,42.41142253,36124.0,33112.0,32521.0,10281.0,10530.0,10736.0,-1130.0,-1161.0,1203.0,0000874761-18-000014,10-K,2017-12-31,2018-02-27,20180226,AES CORP,1231,-0.1099114872094154,-0.1102564102564102,0.1120529061102831,0.024219433907207488,0.019563152896486136,-0.0003449230469948,0.2223093163666934,-0.06124948759999995,0.8656430331
96,96,AES US,874761,2018,-44.15288078,42.41142253,9.767891683,33112.0,32521.0,33648.0,10530.0,10736.0,10189.0,-1161.0,1203.0,303.0,0000874761-19-000012,10-K,2018-12-31,2019-02-27,20190226,AES CORP,1231,-0.1102564102564102,0.1120529061102831,0.0297379526940818,0.019563152896486136,-0.05095007451564826,0.2223093163666934,-0.0823149534162013,0.8656430331,-0.32643530847
97,97,AES US,874761,2019,42.41142253,9.767891683,1.63410302,32521.0,33648.0,34603.0,10736.0,10189.0,9660.0,1203.0,303.0,46.0,0000874761-20-000012,10-K,2019-12-31,2020-02-28,20200227,AES CORP,1231,0.1120529061102831,0.0297379526940818,0.0047619047619047,-0.05095007451564826,-0.05191873589164786,-0.0823149534162013,-0.024976047932177,-0.32643530847,-0.08133788663000001
98,98,AES US,874761,2020,9.767891683,1.63410302,-17.75558932,33648.0,34603.0,32963.0,10189.0,9660.0,11141.0,303.0,46.0,-409.0,0000874761-21-000015,10-K,2020-12-31,2021-02-25,20210224,AES CORP,1231,0.0297379526940818,0.0047619047619047,-0.0367112467462525,-0.05191873589164786,0.1533126293995859,-0.024976047932177,-0.0414731515081573,-0.08133788663000001,-0.1938969234
99,99,AES US,874761,2021,1.63410302,-17.75558932,-30.57110862,34603.0,32963.0,38363.0,9660.0,11141.0,12617.0,46.0,-409.0,-546.0,0000874761-22-000022,10-K,2021-12-31,2022-02-28,20220228,AES CORP,1231,0.0047619047619047,-0.0367112467462525,-0.0432749465007529,0.1533126293995859,0.13248361906471584,-0.0414731515081573,-0.0065636997545003,-0.1938969234,-0.12815519300000003
100,100,AES US,874761,2022,-17.75558932,-30.57110862,,32963.0,38363.0,,11141.0,12617.0,,-409.0,-546.0,,0000874761-23-000010,10-K,2022-12-31,2023-03-01,20230301,AES CORP,1231,-0.0367112467462525,-0.0432749465007529,,0.13248361906471584,,-0.0065636997545003,,-0.12815519300000003,
101,101,AFL US,4977,2017,13.92511129,20.42590949,12.15147732,129819.0,137217.0,140406.0,22559.0,21667.0,21758.0,2659.0,4604.0,2920.0,0000004977-18-000054,10-K,2017-12-31,2018-02-23,20180222,AFLAC INC,1231,0.1178686998537169,0.2124890386301749,0.1342035113521463,-0.03954075978545146,0.004199935385609477,,-0.0782855272780286,0.06500798199999998,-0.08274432169999998
102,102,AFL US,4977,2018,20.42590949,12.15147732,12.60563515,137217.0,140406.0,152768.0,21667.0,21758.0,22307.0,4604.0,2920.0,3304.0,0000004977-19-000049,10-K,2018-12-31,2019-02-25,20190225,AFLAC INC,1231,0.2124890386301749,0.1342035113521463,0.1481149414981844,0.004199935385609477,0.02523209853846864,-0.0782855272780286,0.0139114301460381,-0.08274432169999998,0.004541578299999998
103,103,AFL US,4977,2019,12.15147732,12.60563515,15.28519786,140406.0,152768.0,165086.0,21758.0,22307.0,22147.0,2920.0,3304.0,4778.0,0000004977-20-000044,10-K,2019-12-31,2020-02-21,20200221,AFLAC INC,1231,0.1342035113521463,0.1481149414981844,0.2157402808506795,0.02523209853846864,-0.0071726363921639225,0.0139114301460381,0.0676253393524951,0.004541578299999998,0.026795627100000007
104,104,AFL US,4977,2020,12.60563515,15.28519786,12.94677603,152768.0,165086.0,157542.0,22307.0,22147.0,22106.0,3304.0,4778.0,4325.0,0000004977-21-000047,10-K,2020-12-31,2021-02-23,20210223,AFLAC INC,1231,0.1481149414981844,0.2157402808506795,0.195648240296752,-0.0071726363921639225,-0.0018512665372285575,0.0676253393524951,-0.0200920405539275,0.026795627100000007,-0.023384218299999995
105,105,AFL US,4977,2021,15.28519786,12.94677603,16.54898582,165086.0,157542.0,131738.0,22147.0,22106.0,19502.0,4778.0,4325.0,4201.0,0000004977-22-000058,10-K,2021-12-31,2022-02-23,20220223,AFLAC INC,1231,0.2157402808506795,0.195648240296752,0.2154138037124397,-0.0018512665372285575,-0.11779607346421783,-0.0200920405539275,0.0197655634156877,-0.023384218299999995,0.03602209789999998
106,106,AFL US,4977,2022,12.94677603,16.54898582,22.11988131,157542.0,131738.0,126724.0,22106.0,19502.0,18701.0,4325.0,4201.0,4659.0,0000004977-23-000055,10-K,2022-12-31,2023-02-24,20230223,AFLAC INC,1231,0.195648240296752,0.2154138037124397,0.2491310625100262,-0.11779607346421783,-0.04107271049123162,0.0197655634156877,0.0337172587975864,0.03602209789999998,0.05570895490000002
107,107,AIZ US,1267238,2003,-33.33183426,7.158133884,11.18653684,22218.009766,23728.324,24548.106,6441.73,7066.21,7410.71,-1001.2,185.65,350.56,0000950123-04-003991,10-K,2003-12-31,2004-03-30,Not found,ASSURANT INC,Not found,-0.1554240863867315,0.0262729242408589,0.0473045092845354,0.0969429019844048,0.04875315055737084,,0.0210315850436765,0.40489968144000005,0.04028402956000001
108,108,AIZ US,1267238,2004,7.158133884,11.18653684,13.07036547,23728.324,24548.106,25365.453,7066.21,7410.71,7497.68,185.65,350.56,479.36,0000950123-05-003934,10-K,2004-12-31,2005-03-31,20050331,ASSURANT INC,Not found,0.0262729242408589,0.0473045092845354,0.0639344437212577,0.04875315055737084,0.011735717630294573,0.0210315850436765,0.0166299344367222,0.04028402956000001,0.0188382863
109,109,AIZ US,1267238,2005,11.18653684,13.07036547,19.04947269,24548.106,25365.453,25165.148,7410.71,7497.68,8070.58,350.56,479.36,717.42,0001193125-06-051258,10-K,2005-12-31,2006-03-10,20060310,ASSURANT INC,Not found,0.0473045092845354,0.0639344437212577,0.0888932393954337,0.011735717630294573,0.07641030292036999,0.0166299344367222,0.024958795674176,0.0188382863,0.05979107220000001
110,110,AIZ US,1267238,2006,13.07036547,19.04947269,16.50561131,25365.453,25165.148,26750.316,7497.68,8070.58,8453.52,479.36,717.42,653.75,0001193125-07-044409,10-K,2006-12-31,2007-03-01,20070301,ASSURANT INC,Not found,0.0639344437212577,0.0888932393954337,0.0773346487616992,0.07641030292036999,0.047448882236468926,0.024958795674176,-0.0115585906337345,0.05979107220000001,-0.025438613800000027
111,111,AIZ US,1267238,2007,19.04947269,16.50561131,11.48429269,25165.148,26750.316,24514.586,8070.58,8453.52,8601.23,717.42,653.75,447.8,0001193125-08-044379,10-K,2007-12-31,2008-03-03,20080303,ASSURANT INC,1231,0.0888932393954337,0.0773346487616992,0.0520623213191601,0.047448882236468926,0.017473194598226494,-0.0115585906337345,-0.025272327442539,-0.025438613800000027,-0.05021318619999999
112,112,AIZ US,1267238,2008,16.50561131,11.48429269,10.05690459,26750.316,24514.586,25860.667,8453.52,8601.23,8700.5,653.75,447.8,430.57,0001193125-09-040498,10-K,2008-12-31,2009-02-27,20090227,ASSURANT INC,1231,0.0773346487616992,0.0520623213191601,0.0494879604620424,0.017473194598226494,0.011541372571132413,-0.025272327442539,-0.0025743608571177,-0.05021318619999999,-0.014273880999999999
113,113,AIZ US,1267238,2009,11.48429269,10.05690459,5.795789942,24514.586,25860.667,26397.018,8601.23,8700.5,8527.72,447.8,430.57,279.18,0001193125-10-040943,10-K,2009-12-31,2010-02-25,20100225,ASSURANT INC,1231,0.0520623213191601,0.0494879604620424,0.0327379416772595,0.011541372571132413,-0.019858628814436008,-0.0025743608571177,-0.0167500187847828,-0.014273880999999999,-0.04261114648
114,114,AIZ US,1267238,2010,10.05690459,5.795789942,11.16488116,25860.667,26397.018,27019.862,8700.5,8527.72,8272.8,430.57,279.18,538.96,0001193125-11-043706,10-K,2010-12-31,2011-02-23,20110223,ASSURANT INC,1231,0.0494879604620424,0.0327379416772595,0.0651484382554878,-0.019858628814436008,-0.02989310155586722,-0.0167500187847828,0.0324104965782282,-0.04261114648,0.05369091218
115,115,AIZ US,1267238,2010,10.05690459,5.795789942,11.16488116,25860.667,26397.018,27019.862,8700.5,8527.72,8272.8,430.57,279.18,538.96,0001193125-11-047709,10-K/A,2010-12-31,2011-02-25,20110225,ASSURANT INC,1231,0.0494879604620424,0.0327379416772595,0.0651484382554878,-0.019858628814436008,-0.02989310155586722,0.0,0.0324104965782282,-0.04261114648,0.05369091218
116,116,AIZ US,1267238,2011,5.795789942,11.16488116,9.617055474,26397.018,27019.862,28946.607,8527.72,8272.8,8508.27,279.18,538.96,483.71,0001193125-12-075371,10-K,2011-12-31,2012-02-23,20120223,ASSURANT INC,1231,0.0327379416772595,0.0651484382554878,0.0568517454194566,-0.02989310155586722,0.028463156367856346,0.0324104965782282,-0.0082966928360312,0.05369091218,-0.015478256859999994
117,117,AIZ US,1267238,2012,11.16488116,9.617055474,9.759747755,27019.862,28946.607,29714.689,8272.8,8508.27,9047.66,538.96,483.71,488.91,0001193125-13-067448,10-K,2012-12-31,2013-02-20,20130220,ASSURANT INC,1231,0.0651484382554878,0.0568517454194566,0.0540371764633065,0.028463156367856346,0.06339596651258117,-0.0082966928360312,-0.00281456895615,-0.015478256859999994,0.0014269228099999865
118,118,AIZ US,1267238,2013,9.617055474,9.759747755,9.404234898,28946.607,29714.689,31562.466,8508.27,9047.66,10383.16,483.71,488.91,470.91,0001193125-14-057434,10-K,2013-12-31,2014-02-19,20140218,ASSURANT INC,1231,0.0568517454194566,0.0540371764633065,0.0453532450621968,0.06339596651258117,0.14760722661992154,-0.00281456895615,-0.0086839314011096,0.0014269228099999865,-0.00355512856999999
119,119,AIZ US,1267238,2014,9.759747755,9.404234898,2.917073748,29714.689,31562.466,30036.402,9047.66,10383.16,10325.49,488.91,470.91,141.56,0001193125-15-054288,10-K,2014-12-31,2015-02-19,20150219,ASSURANT INC,1231,0.0540371764633065,0.0453532450621968,0.0137097609895511,0.14760722661992154,-0.00555418581626399,-0.0086839314011096,-0.0316434840726457,-0.00355512856999999,-0.06487161150000001
